,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.0009983028,0.000108735636,-0.0014001344,-0.0022903918,-0.0025512108,-0.0023904731,-0.0027033226,-0.0028187349,-0.0035208578,-0.005025909,-0.007210034,-0.00844528,-0.008656309,-0.00876303,-0.008432509,-0.007769642,-0.007872119,-0.0075810677,-0.0065352554,-0.004404693,-0.0026706092,-0.0007636098,0.001159997,0.0019636378,0.0033059083,0.003504,0.0026978606,0.0048683896,0.004718301,0.004436772,0.0053496393,0.0052034017,0.0056373477,0.0064104577,0.005391799,0.0054131984,0.0053261225,0.004985556,0.0049812556,0.005181924,0.0049473224,0.0046035983,0.005205298,0.005500876,0.004704249,0.0058618546,0.0050321906,0.0053503513,0.0051984675,0.0044392026,0.0048434157,0.005073381,0.0051174858,0.005241585,0.005719192,0.0056056394,0.0047364538,0.005544887,0.0050927764,0.0050096787,0.0052278666,0.005631464,0.0052721114,0.005615524,0.005252051,0.0050963657,0.0055005113,0.005381941,0.0053086462,0.0060452814,0.005581016,0.005597453,0.0053295386,0.0055562626,0.0058404705,0.006016494,0.0054634833,0.006041269,0.005707076,0.0053718225,0.005395295,0.0055854935,0.004840823,0.005287833,0.004789655,0.0048429295,0.00467106,0.004815605,0.004716878,0.004684124,0.0051712166,0.005169451,0.004710174,0.005555167,0.0048382394,0.0046065818,0.0045977603,0.0048778276,0.004923561,0.004982081,0.004306929,0.0041730334,0.003770351,0.003760475,0.0041295616,0.0043239016,0.0040363288,0.0045341616,0.0042956322,0.004141015,0.0033755272,0.004155499,0.003781251,0.003031763,0.0033109672,0.0031464004,0.0027537057,0.0037491843,0.00391188,0.0052726236,0.0068606613,0.008174332,0.010111356,0.012581929,0.016430918,0.022675928,0.028669294,0.037170462,0.046728138,0.057647236,0.067271665,0.07303815,0.073178396,0.06565843,0.04959511,0.030635308,0.01325112,0.0067733205,0.013287426,0.026306994,0.042315908,0.056200903,0.063246496,0.055462003,0.037955247,0.017404176,0.0075749955,0.002079588,0.0020955852,0.004134663
1,-0.00018195435,-0.00025434792,-0.00036466308,-0.0005846618,-0.00057937,-0.0012345586,-0.0013281005,-0.0020383603,-0.0030020194,-0.0042167907,-0.0059805596,-0.006904516,-0.0081063425,-0.0070721754,-0.0060121487,-0.0055494052,-0.003312648,-0.0018195452,0.0001440011,0.0020316688,0.0031692847,0.0046905144,0.0052971942,0.004036882,0.0034938655,0.0043557077,0.0032369983,0.0040045525,0.0043152976,0.0039475136,0.0051580267,0.005633887,0.004871429,0.0061381995,0.0051543876,0.0049118195,0.0046367147,0.0044421824,0.0045528417,0.004858445,0.0048251753,0.004883689,0.0049158316,0.005142582,0.004936413,0.0052883993,0.004661218,0.0047554825,0.004625355,0.0044960496,0.0046423175,0.004652192,0.004276194,0.00485092,0.0049215103,0.0045669344,0.0042258236,0.00473448,0.0041138004,0.0040995516,0.0043039825,0.004500285,0.0041715936,0.004427371,0.0044489065,0.004526667,0.004234487,0.0041401805,0.0036888875,0.004193986,0.0038758984,0.0042230147,0.0040457086,0.0044425065,0.004455826,0.0038693135,0.003613619,0.0038650872,0.0031366288,0.0038847881,0.003697286,0.0033857345,0.004251885,0.003342546,0.003316471,0.0040410035,0.0022702669,0.0032437802,0.0033550942,0.0027738337,0.0028578492,0.0036552632,0.0027241032,0.0025524094,0.0028823467,0.001778363,0.0023959146,0.0033351067,0.002554192,0.003365171,0.002971492,0.0019510817,0.0014686553,0.0017008,0.0014655375,0.0016552622,0.0013807965,0.001691429,0.0021100037,0.0019377918,0.0018781764,0.0024361215,0.0019616894,0.0018244672,0.0018738942,0.0017206577,0.002385635,0.003442673,0.0040326854,0.0071160723,0.009621976,0.013081343,0.016804684,0.021081077,0.02667374,0.033630006,0.043176644,0.05520537,0.06786568,0.07987949,0.089981996,0.09547519,0.092253864,0.07897147,0.054013815,0.02878821,0.008137443,0.0029101411,0.011676625,0.033666186,0.060909063,0.08104962,0.08876438,0.07844726,0.05306834,0.029069925,0.013350806,0.009628729,0.0117552355,0.013734147
2,0.0019700322,0.0014062104,0.00012960471,0.00014169514,-0.00056020153,-0.0019355614,-0.0030068548,-0.0029702655,-0.0037314175,-0.005413939,-0.0072814035,-0.008740968,-0.009219814,-0.009028631,-0.008440135,-0.0066088308,-0.0047179908,-0.0026187703,-0.00068210426,-0.00011939928,0.0014436644,0.0026344825,0.0025181258,0.002349226,0.0018683155,0.0033579308,0.004141793,0.0040396666,0.004735735,0.0048465896,0.0046396204,0.00524838,0.004553935,0.004919985,0.005027198,0.0045805858,0.0047482015,0.0052307146,0.0040946933,0.0044649993,0.004324693,0.0035766144,0.004212361,0.0040544835,0.0037251597,0.0045248447,0.0040063635,0.004334103,0.0044617285,0.004293857,0.0037638184,0.0035273177,0.0035213132,0.003388983,0.0031293477,0.004031296,0.0031945081,0.003913504,0.0038014904,0.0034472046,0.0037178977,0.003274223,0.0028478785,0.0037749948,0.0035710968,0.0034548976,0.004033291,0.0042270604,0.0036741127,0.0040561305,0.0032764303,0.0031484587,0.0027683536,0.0031032765,0.0023489317,0.0025101444,0.0024474259,0.0019643437,0.001974849,0.0018687383,0.0014832827,0.0017447704,0.0017494474,0.001704514,0.001519377,0.0017872552,0.0010259426,0.0014923593,0.0014725389,0.0015709534,0.0016225319,0.0014697394,0.0009410676,0.00080186484,0.00010797754,0.00035992637,0.0002354011,0.0006922035,0.0010494194,0.0010573805,0.0009636651,0.00032175705,-0.00075529306,-0.00018651225,-0.000647636,-0.0005446541,-0.00012233853,-1.1084601e-05,0.00012725033,0.00021354668,-0.00039374828,-6.1407685e-05,-3.041327e-05,0.00011414848,0.0006575788,0.00065711315,0.0008083747,0.0025843852,0.003735149,0.0065150997,0.009769688,0.013473706,0.017693862,0.02306429,0.029536244,0.037712988,0.04730098,0.059328407,0.07706327,0.08867303,0.099607565,0.104300216,0.098846465,0.08338969,0.05454948,0.026903579,0.0070964983,0.0032211135,0.0148705,0.04061865,0.071805984,0.09513823,0.09919137,0.07832683,0.03327664,-0.012501678,-0.045049027,-0.062435426,-0.08848318,-0.07982324
3,0.001390324,0.0010942904,-0.00140155,-0.0022922207,-0.0028175337,-0.0026381921,-0.0035008548,-0.0030428728,-0.0034513723,-0.0051260046,-0.0060972427,-0.007318535,-0.008069416,-0.0079455795,-0.008451262,-0.0066457167,-0.005010065,-0.0030278468,-6.1035156e-05,0.0013389819,0.0032963098,0.0044852314,0.004786269,0.004478181,0.0037057777,0.0035086377,0.0030996557,0.004505399,0.0041096658,0.00409377,0.0055527994,0.005686242,0.005798683,0.006224127,0.005140628,0.0047936486,0.004112687,0.0042057466,0.003909036,0.003804338,0.00386353,0.0039255405,0.0037941851,0.0041639814,0.0036521433,0.0041926,0.004127992,0.003821981,0.0034278224,0.0035460095,0.0033053008,0.0033305672,0.0029699926,0.0033699062,0.003271863,0.0032394868,0.0031929007,0.0028903224,0.0031111424,0.0033957053,0.0031194948,0.003277803,0.0027167494,0.002952244,0.0029069688,0.003102975,0.003091924,0.0037347544,0.003228825,0.0033234148,0.003275389,0.0026960613,0.0019715503,0.0020509863,0.0019264075,0.0018815012,0.0014638088,0.0013396171,0.0006348806,0.0013852706,0.0012110334,0.0011369487,0.0010944599,0.0012522164,0.0010626721,0.0010066084,0.00038154423,0.0004685837,0.00032426044,0.00014148653,-0.00020165555,0.00045235822,0.00033007748,0.00059887563,0.00049682887,-0.00015668757,-3.4105033e-05,0.00019537099,0.00040783724,0.0005705541,-0.00011300482,-0.000515649,-0.00088691304,-0.0011938934,-0.002154505,-0.0010707821,-0.001092698,-0.0008571666,-0.0004971343,-0.0007982046,-0.00066572044,-0.0002835635,-0.0006480216,-0.0004945899,-0.00016010553,0.00019047968,0.00083378115,0.002413917,0.0035054716,0.006789915,0.010019692,0.014018554,0.020624697,0.027625538,0.034436584,0.046052855,0.0588473,0.07263499,0.08918227,0.109932974,0.11711887,0.122542255,0.11752933,0.09065122,0.061629687,0.025505938,-0.00058850815,-0.0056939265,0.005203536,0.03141269,0.06168026,0.08917923,0.11533775,0.14100824,0.14765055,0.14579874,0.1676779,0.24101748,0.13656268,0.3117354
4,0.0018085424,0.0010963151,-0.0018569039,-0.001849366,-0.002705526,-0.002159128,-0.0030218828,-0.0028608341,-0.0029637816,-0.004654159,-0.005811657,-0.007512854,-0.008010236,-0.008277787,-0.008097071,-0.007757829,-0.007638475,-0.006947232,-0.0064230845,-0.004747036,-0.003238003,-0.0014616817,0.00080269366,0.0015557598,0.002926761,0.0031592525,0.0026904547,0.0042779096,0.0038561132,0.0038369412,0.0048490404,0.004797747,0.0045574424,0.0052050147,0.0046272455,0.0045441655,0.004439936,0.0040708673,0.0038119692,0.003983503,0.0035679103,0.0034729855,0.002990353,0.003618441,0.0036597708,0.0038355908,0.003306288,0.0038808994,0.0032524504,0.003141336,0.0033548835,0.0026811007,0.0029876113,0.0034173338,0.0031022858,0.0036758115,0.003147099,0.0035462666,0.0032074405,0.0035584164,0.0032676817,0.0028891172,0.003008985,0.003328619,0.003131417,0.0035393448,0.0027968744,0.003338331,0.0032102584,0.00247446,0.0025491237,0.0025729153,0.0019082002,0.0026252475,0.0025990682,0.0022575546,0.0024800294,0.0026324317,0.002015045,0.0024556606,0.0021849975,0.002154977,0.0019436742,0.0022082618,0.0015907086,0.0017453869,0.0012490816,0.0011763268,0.001347768,0.0011112237,0.0014523779,0.0016121924,0.0013705781,0.0018930532,0.00067493494,0.0010238211,0.00095031376,0.000827845,0.001713127,0.0017268546,0.0013931757,0.0012211271,7.253699e-05,0.0003591217,-0.00055783597,-0.00028239563,-5.947426e-06,9.981543e-05,0.00028925203,0.0005823186,3.230758e-05,0.00026599318,0.00026806816,-0.00051420357,-0.00029299594,0.00023400597,4.678406e-05,0.001920568,0.003672837,0.0069082347,0.00903463,0.013159884,0.017508553,0.02292998,0.02893392,0.038062852,0.047793217,0.060197957,0.07634005,0.08961558,0.10107176,0.10632503,0.099683754,0.08292452,0.054803155,0.024832336,0.0044585844,0.00048192206,0.010851404,0.036318716,0.066635534,0.09034337,0.09815513,0.07363388,0.023451552,-0.01752504,-0.053495537,-0.0559607,-0.10650825,-0.07480684
5,0.0015711229,0.0016010017,0.0009952984,0.00045223156,-0.00019935146,-0.0008844823,-0.0017811897,-0.0023426295,-0.003372666,-0.0046391166,-0.005969555,-0.006697146,-0.006598468,-0.0064861435,-0.005822121,-0.004848432,-0.0044116965,-0.0037827252,-0.002084468,-0.00083626783,-0.00021174923,0.0020582448,0.0024333498,0.0025852474,0.0030042015,0.0030653572,0.0035976658,0.0039639943,0.0030964296,0.004372046,0.004809516,0.004785196,0.0052377125,0.0055330824,0.0055296663,0.005265627,0.0047759763,0.005307361,0.0044713155,0.00478506,0.004779873,0.0044857827,0.004579535,0.0045907088,0.004356009,0.004990466,0.004309319,0.0045612925,0.0040434343,0.0038117997,0.0039346823,0.0038769972,0.0038202486,0.004346428,0.0040922407,0.0043173004,0.0040904097,0.0041731973,0.0042513115,0.004391443,0.0040932596,0.0043699527,0.004420692,0.0043667913,0.0037310105,0.004469086,0.0042177285,0.0040878584,0.003938711,0.0043371557,0.004438932,0.0041624336,0.0043082386,0.004781527,0.0044910074,0.0048690843,0.0046848576,0.0050038802,0.0046207523,0.0049505304,0.0046931575,0.0044091023,0.004175481,0.0042764717,0.0037285478,0.0034884228,0.0027781997,0.0031589617,0.003057942,0.0030191268,0.0031429362,0.0034496523,0.0031650173,0.0032178618,0.0029957807,0.003105523,0.002121906,0.00293692,0.003372799,0.002721907,0.0026069565,0.0026010203,0.0017214697,0.00226971,0.0020528564,0.0023448153,0.002282376,0.0021733781,0.0022185957,0.002437431,0.0019681174,0.0020043214,0.001568057,0.0019899996,0.0019524937,0.001712015,0.0023452642,0.0034438763,0.004104959,0.0067856694,0.008875864,0.011484408,0.015322892,0.019436873,0.024453662,0.032049432,0.041731227,0.053486068,0.06650074,0.07947608,0.09251377,0.095386416,0.09156588,0.07791825,0.052879244,0.0269458,0.008394974,0.002858503,0.01004913,0.028833633,0.05434584,0.07534391,0.08305968,0.077577874,0.05686515,0.036927562,0.02138406,0.015129551,0.013983822,0.013898489
6,-0.0014965968,-0.001616551,-0.0007820741,-0.0012958655,-0.0015246986,-0.0021629669,-0.003270197,-0.0034351102,-0.0040574577,-0.005186356,-0.006226747,-0.007522356,-0.007379612,-0.0075024054,-0.0073738666,-0.0059666983,-0.00534382,-0.004004,-0.0021818469,-0.00021958165,0.0007632596,0.0018635713,0.0031340339,0.0023963393,0.0035274073,0.0030984078,0.0032491633,0.004963376,0.004197454,0.004875765,0.005190995,0.004711383,0.0044414597,0.005101395,0.0045311702,0.0048033977,0.004990112,0.0050219772,0.0046361336,0.0045145373,0.004502941,0.0039490373,0.0044354587,0.0045543895,0.0036120934,0.0049471734,0.0037226975,0.0038774703,0.0038538596,0.0034459196,0.003976638,0.003642694,0.0040555047,0.003857931,0.0034774037,0.0042175124,0.0031589598,0.004254724,0.0043241135,0.004463522,0.0047073187,0.004572552,0.0037531492,0.0038417317,0.0038158956,0.0037531827,0.003944891,0.0039199917,0.0034558156,0.0034699359,0.0027275938,0.0031321545,0.0029089563,0.0028565398,0.0034777778,0.0033702098,0.0027727052,0.0031090882,0.0023805518,0.002726262,0.002871672,0.0027786614,0.0029777505,0.003706236,0.003196246,0.00283067,0.0018201572,0.0018832205,0.0011464204,0.0011245565,0.0017876353,0.0019301029,0.002336206,0.00236485,0.001294936,0.0013733516,0.001117229,0.000840686,0.0011555862,0.0019709468,0.0015235381,0.0012835293,0.00082071294,0.0012951653,0.0008448025,0.0004991683,0.00048154398,0.0010297536,0.0006904508,0.0008578744,0.00080676726,0.00045219986,0.00029156543,7.752143e-05,0.0008653325,0.0009909361,0.00085583114,0.002967737,0.003791311,0.0059205648,0.00888113,0.011514862,0.015146544,0.019783655,0.024751611,0.032487314,0.041862138,0.05369178,0.069383815,0.08270697,0.09292962,0.09792975,0.0945856,0.08015047,0.05360212,0.027568331,0.007791151,0.004067304,0.014841053,0.038616095,0.06718164,0.08764019,0.09381404,0.079235174,0.04258826,0.0005468576,-0.03516362,-0.04574348,-0.06066886,-0.059622474
7,0.0020551484,0.0013963012,-0.0009626071,-0.0004910639,-0.00028545596,-0.001112576,-0.0015474022,-0.001736801,-0.0024090437,-0.004014239,-0.0052519087,-0.006587516,-0.00767301,-0.0074753347,-0.0063508768,-0.0063395924,-0.005463443,-0.0037145608,-0.002733626,-0.0021347667,-0.00058371184,0.00090618397,0.0012178433,0.001297678,0.0012741751,0.0022693432,0.0027502452,0.002838586,0.0039154356,0.004667267,0.004555807,0.0049621025,0.0047762333,0.005334357,0.0048809825,0.00459608,0.004505906,0.004460214,0.0036690652,0.0040510227,0.0040152343,0.003686375,0.0040696454,0.0041815364,0.0033217885,0.004140793,0.003460854,0.0036928402,0.0036145593,0.0033509794,0.0033833298,0.0034527534,0.0035052476,0.0038287553,0.003672334,0.004149136,0.0037698927,0.004049784,0.003657331,0.0030986704,0.0030480742,0.0032667038,0.002765098,0.0034333526,0.003153188,0.0034427028,0.0032475092,0.0029842753,0.002766897,0.0027426977,0.0025680966,0.0029556614,0.002964414,0.0034688725,0.0032671506,0.0032009995,0.0024647072,0.002037279,0.0014595992,0.001710549,0.0014068437,0.002055233,0.0021496294,0.0025264574,0.0030302189,0.003045133,0.0022704233,0.002618611,0.0019899101,0.0016852265,0.0018287699,0.002581746,0.0021778913,0.002099128,0.0020223018,0.00088038447,0.00070125784,0.0013230749,0.0010630353,0.0017222296,0.0017470445,0.0017661218,0.0010822094,0.0011127326,0.0010592841,0.0008451917,0.0003215447,0.0013392223,0.00051513116,0.0006564873,0.0011730746,0.00050858775,0.00075341744,0.0012810241,0.0005745681,0.0012501992,0.0012657801,0.0023439492,0.0040525333,0.0065918947,0.009440291,0.013100607,0.018673403,0.025115592,0.030319745,0.041203536,0.05372321,0.06624082,0.08405414,0.09881934,0.11001499,0.11567712,0.10924364,0.08856686,0.05715631,0.024246013,0.0009926422,-0.0036840027,0.0075072553,0.035732303,0.06491687,0.09116879,0.102063455,0.089522414,0.045517985,-0.00024586916,-0.037547477,-0.041916914,-0.118049435,-0.06478436
8,-0.0003932938,-0.00053623493,-0.00033100508,-0.00029603206,-0.00053662236,-0.0013517654,-0.0016223418,-0.0019097321,-0.002660706,-0.0047607077,-0.0071799806,-0.008175452,-0.00897991,-0.008723329,-0.008255187,-0.0062568537,-0.0037037258,-0.0011106314,0.0016308896,0.0031677682,0.0045623467,0.005136037,0.0049733804,0.004209906,0.0033217755,0.0037383975,0.003797225,0.0046095895,0.0048423987,0.0047620237,0.0052150018,0.005085041,0.0045900345,0.005832765,0.00505561,0.005360634,0.0056307134,0.005460233,0.00504976,0.0054560793,0.004499171,0.004626426,0.0047190646,0.0046864427,0.004878688,0.005223819,0.005237301,0.0052318824,0.0047036754,0.0050041075,0.004726792,0.004570291,0.004150876,0.004828375,0.0045170686,0.0045965035,0.004665213,0.0050005703,0.0047593773,0.0045181587,0.004557081,0.0043718875,0.00419344,0.0045966296,0.0040026563,0.0045599327,0.004624008,0.0044401204,0.003765845,0.004160016,0.0039083823,0.0037891446,0.0040433356,0.004524497,0.0046165762,0.004659029,0.004524178,0.0045661763,0.0041961335,0.004571066,0.003804908,0.0042196023,0.004417408,0.003874896,0.0039273007,0.0040665925,0.0033293343,0.0040007136,0.00349299,0.0035413082,0.003823864,0.003485821,0.003088523,0.003192444,0.002330743,0.0025311662,0.002157147,0.0027171872,0.003429933,0.0029327383,0.002689572,0.0029218008,0.001651373,0.0019483102,0.0017526028,0.0012639565,0.0016381147,0.0021533286,0.0020483953,0.0024420056,0.0020583807,0.0025863354,0.002070058,0.0018582386,0.0016445335,0.0020343289,0.0024093387,0.0032832583,0.0043098405,0.0069115846,0.009972049,0.013339383,0.016427934,0.02012458,0.026130233,0.032593276,0.041546416,0.054049227,0.06684474,0.07967373,0.09121571,0.094524585,0.09099226,0.07583095,0.050498,0.025956307,0.0067014657,0.0012693518,0.010827744,0.0312138,0.054468267,0.07555435,0.08454108,0.076557614,0.05715273,0.034404453,0.017959539,0.013841754,0.013872299,0.013908743
9,-0.0007472744,-0.00084592187,0.00020938739,0.00032148324,7.2265044e-05,-0.0013000398,-0.0010690683,-0.0019802107,-0.0026990108,-0.0037611856,-0.0057150973,-0.006889314,-0.008053107,-0.007848952,-0.007165679,-0.0069286586,-0.0057500945,-0.0038871006,-0.0030720115,-0.0023951835,-0.00087707455,0.0007042939,0.00094177347,0.0010474507,0.0009466276,0.0015510697,0.002819168,0.0030459247,0.0031953668,0.0047472105,0.004336684,0.0044253743,0.0044758003,0.0043661636,0.0042139473,0.0043327766,0.0037971728,0.004617584,0.004187234,0.0044699744,0.004418632,0.0042185835,0.004392484,0.004396053,0.0041421694,0.004546544,0.0042176372,0.004454772,0.0038588583,0.0039902907,0.003903312,0.003919014,0.003598433,0.0038305994,0.003563369,0.0038810372,0.0034524985,0.0033591846,0.003374054,0.0035583044,0.0035409823,0.0036116035,0.003091611,0.0036791628,0.0028888024,0.0031395755,0.0029902486,0.0028700272,0.0028302637,0.002994106,0.0025720845,0.0023320655,0.0022411635,0.0027642185,0.002805599,0.0026307236,0.0031164512,0.003112208,0.0027324832,0.0031079517,0.0024550627,0.0027450707,0.0022365644,0.0021133826,0.0015723372,0.001463021,0.0008464919,0.0009844317,0.00081725954,0.0008152125,0.0012825924,0.0013152985,0.00094438123,0.0013087252,0.00094122963,0.0004077255,0.00058093836,0.0008148176,0.00059294124,0.0014833441,0.00074437796,0.0007642375,0.00012096763,-0.00023097731,-1.3209879e-05,-0.00028963573,0.00019255094,0.000737868,-1.3697892e-05,0.0011900993,0.00068161625,-1.080893e-05,0.00028315187,-0.00012154691,-4.384853e-05,0.0007589867,0.00038708933,0.0018254544,0.0037579774,0.006273519,0.008650441,0.011366273,0.016172184,0.022493158,0.027884534,0.036899097,0.04684609,0.05832154,0.074052945,0.08683607,0.09818825,0.10115767,0.09602093,0.08127834,0.053681597,0.025524488,0.0053000683,0.0028959252,0.015098769,0.040450394,0.07440693,0.10165152,0.10693366,0.0897779,0.033241715,-0.012186486,-0.052504286,-0.059983384,-0.09217723,-0.07525747
